body_temperature,breed_type,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,faecal_consistency,health_status
40.1,Normal Breed,5.8,25,5475,5.9,2,48,1.3,14.3,3.7,2,ideal,healthy
38.3,Normal Breed,14.7,20,12123,4.0,5,83,2.0,14.8,6.2,3,extremely firm,unhealthy
40.5,Normal Breed,5.1,14,10947,7.2,2,45,1.9,15.3,3.0,2,Black faeces,unhealthy
38.2,Cross Breed,23.1,33,11461,4.2,3,70,2.5,14.1,6.0,4,ideal,healthy
38.4,Cross Breed,13.7,27,11371,4.5,3,70,2.7,13.6,5.9,3,ideal,healthy
40.0,Cross Breed,5.1,25,5195,7.2,3,56,1.3,16.3,3.3,2,very liquid faeces,unhealthy
38.4,Normal Breed,5.1,18,11356,4.3,2,44,1.7,14.2,4.9,3,ideal,healthy
38.6,Cross Breed,16.4,49,12454,3.4,2,83,2.3,13.6,5.4,2,ideal,healthy
40.1,Normal Breed,5.1,15,11516,7.2,3,46,2.0,14.3,4.2,2,ideal,healthy
40.6,Cross Breed,14.1,17,11584,7.2,5,44,4.1,13.6,5.0,3,ideal,unhealthy
39.7,Normal Breed,5.1,14,6611,7.2,2,41,3.1,16.4,3.4,1,Fresh blood in faeces,unhealthy
39.9,Cross Breed,5.1,18,5004,7.2,5,48,1.3,8.5,3.0,2,ideal,unhealthy
39.1,Cross Breed,10.2,14,10923,7.1,2,83,2.2,14.0,6.2,2,very liquid faeces,healthy
40.1,Cross Breed,5.1,14,5004,6.8,3,50,1.3,16.4,4.1,3,very liquid faeces,unhealthy
39.7,Normal Breed,9.9,14,5004,6.4,5,37,2.0,16.4,3.1,2,very liquid faeces,unhealthy
38.3,Normal Breed,5.1,17,5004,4.4,2,43,2.7,13.7,3.8,1,Black faeces,healthy
38.4,Normal Breed,19.4,40,11337,4.9,5,83,2.7,14.3,6.9,3,ideal,healthy
39.4,Cross Breed,5.6,14,5004,7.0,3,49,1.3,16.4,3.6,3,Black faeces,unhealthy
40.5,Normal Breed,9.7,29,5004,7.2,5,46,2.5,14.2,3.0,2,Black faeces,unhealthy
37.8,Cross Breed,19.5,33,11051,3.2,3,67,2.8,13.3,4.7,3,ideal,healthy
38.6,Cross Breed,23.1,35,10957,4.8,5,57,2.6,13.7,4.6,2,ideal,healthy
38.3,Cross Breed,17.4,30,13074,3.8,3,83,3.1,14.2,5.0,2,ideal,healthy
38.2,Cross Breed,19.9,18,12295,3.9,2,46,2.5,14.2,4.5,1,Black faeces,healthy
39.5,Normal Breed,6.4,20,5004,7.2,5,54,1.3,16.4,4.0,2,Black faeces,unhealthy
40.4,Normal Breed,20.0,19,5214,6.5,2,51,2.6,14.0,6.3,1,ideal,unhealthy
39.0,Normal Breed,12.7,15,5004,7.0,5,49,1.6,16.4,3.0,2,Black faeces,unhealthy
39.5,Normal Breed,10.0,14,5004,7.2,3,40,1.4,15.8,3.2,1,very liquid faeces,unhealthy
40.0,Cross Breed,6.4,19,5907,6.1,3,49,2.2,15.2,3.1,2,Black faeces,unhealthy
38.4,Normal Breed,19.0,36,12988,3.7,3,68,2.6,12.9,4.7,3,ideal,healthy
39.4,Cross Breed,11.1,14,12039,3.5,5,46,3.3,14.5,4.9,1,Fresh blood in faeces,unhealthy
39.5,Normal Breed,13.4,14,5669,6.9,2,48,1.6,16.4,3.8,1,Black faeces,unhealthy
40.2,Cross Breed,7.4,28,5004,7.2,2,47,2.0,16.4,3.2,1,very liquid faeces,unhealthy
38.3,Cross Breed,10.6,14,7093,4.8,3,75,2.7,13.5,4.3,2,Fresh blood in faeces,unhealthy
39.7,Normal Breed,9.4,16,11063,7.0,5,50,3.0,16.3,3.0,3,extremely firm,unhealthy
39.8,Normal Breed,10.2,14,5004,7.2,3,37,1.9,14.6,3.0,2,ideal,unhealthy
39.5,Normal Breed,17.0,19,5004,7.1,2,49,1.3,16.4,3.0,3,Fresh blood in faeces,unhealthy
39.8,Normal Breed,10.1,14,5004,6.5,5,55,2.1,16.4,5.8,2,extremely firm,unhealthy
39.4,Cross Breed,9.1,14,5004,7.2,3,56,1.3,16.4,3.0,3,Black faeces,unhealthy
39.7,Normal Breed,6.6,23,5711,6.9,3,51,1.5,16.4,5.0,3,Black faeces,unhealthy
38.8,Normal Breed,22.8,20,11039,3.4,2,67,2.3,13.5,3.8,2,ideal,healthy
39.5,Normal Breed,5.1,14,5592,6.2,2,46,1.3,15.9,3.0,1,Black faeces,unhealthy
39.5,Cross Breed,5.1,14,5004,7.2,5,46,1.7,15.4,3.4,2,very liquid faeces,unhealthy
40.1,Normal Breed,12.0,17,5004,7.2,3,53,2.5,16.4,4.7,3,ideal,unhealthy
40.3,Cross Breed,9.6,17,11001,7.2,2,41,1.3,14.6,3.7,2,very liquid faeces,unhealthy
38.3,Normal Breed,19.6,32,10995,3.1,3,65,2.9,14.8,4.6,3,ideal,healthy
39.8,Normal Breed,5.1,25,10564,3.7,2,51,2.3,14.8,4.7,4,ideal,healthy
39.2,Cross Breed,5.9,14,5971,6.6,3,38,1.3,15.9,3.0,2,Black faeces,unhealthy
40.2,Normal Breed,15.7,16,5004,6.6,5,40,1.4,16.4,3.0,2,very liquid faeces,unhealthy
38.7,Cross Breed,17.1,39,10853,4.5,5,74,1.6,12.6,5.5,3,ideal,unhealthy
38.8,Normal Breed,20.4,35,11132,4.8,5,56,2.3,13.4,4.5,1,ideal,healthy
38.7,Cross Breed,13.4,25,5004,3.9,5,47,2.5,16.2,5.4,2,ideal,healthy
40.3,Normal Breed,5.1,14,5004,7.0,2,54,1.3,16.4,3.0,1,Fresh blood in faeces,unhealthy
37.9,Normal Breed,26.3,37,11163,4.4,5,72,3.4,14.5,4.9,3,ideal,healthy
37.9,Normal Breed,17.8,31,12036,3.7,3,80,1.9,14.6,4.9,2,ideal,healthy
38.6,Normal Breed,20.1,40,10503,4.8,3,75,2.0,13.8,7.0,3,ideal,healthy
39.3,Normal Breed,14.3,14,6383,6.9,3,48,2.3,16.4,4.3,2,Black faeces,healthy
37.9,Cross Breed,20.1,46,11106,3.5,5,60,2.2,12.9,5.6,2,ideal,healthy
39.2,Normal Breed,5.5,23,5004,6.5,2,56,2.5,16.1,3.2,1,ideal,healthy
39.4,Normal Breed,5.1,14,5004,7.1,2,48,1.5,16.4,3.6,1,extremely firm,unhealthy
38.6,Normal Breed,14.6,44,10687,3.6,2,56,1.7,13.6,6.6,2,ideal,healthy
38.3,Normal Breed,20.6,18,10940,3.9,3,83,3.2,13.8,5.7,3,ideal,healthy
40.1,Cross Breed,9.9,19,5382,6.0,3,46,1.6,16.0,3.0,3,Fresh blood in faeces,unhealthy
40.1,Normal Breed,14.9,18,5004,7.2,3,49,1.8,15.8,4.2,2,extremely firm,unhealthy
40.0,Cross Breed,8.4,33,5004,3.8,5,56,2.3,14.6,5.7,2,very liquid faeces,healthy
39.9,Cross Breed,15.9,15,5004,7.2,2,54,1.5,14.1,6.7,2,ideal,unhealthy
38.4,Normal Breed,16.6,19,10764,4.3,3,81,2.8,14.8,3.6,3,ideal,healthy
38.5,Normal Breed,5.7,25,10954,4.0,1,81,2.5,13.0,6.2,2,ideal,healthy
39.9,Cross Breed,5.4,14,5004,7.2,2,51,1.3,15.9,3.4,2,very liquid faeces,unhealthy
40.0,Normal Breed,15.1,22,5004,4.4,2,47,3.4,16.3,3.9,1,Fresh blood in faeces,unhealthy
38.0,Normal Breed,13.6,26,10570,3.2,2,77,2.3,14.6,3.8,3,ideal,healthy
40.5,Normal Breed,8.9,17,5004,7.1,1,45,1.3,15.2,4.9,2,Black faeces,unhealthy
39.6,Cross Breed,5.1,19,5004,6.7,5,52,1.3,16.4,3.0,3,Fresh blood in faeces,unhealthy
37.9,Normal Breed,11.9,33,11744,3.6,3,83,2.3,14.4,5.8,3,ideal,healthy
40.6,Cross Breed,8.8,14,5004,7.2,2,57,2.3,15.9,6.5,3,Fresh blood in faeces,unhealthy
38.6,Cross Breed,10.2,22,10976,7.2,5,38,3.4,13.4,3.7,2,very liquid faeces,unhealthy
38.3,Normal Breed,20.2,30,11396,3.9,5,69,2.6,14.6,5.7,3,ideal,healthy
39.5,Normal Breed,7.5,14,5711,6.5,5,51,1.3,15.8,4.0,3,extremely firm,unhealthy
40.6,Cross Breed,15.1,14,5004,7.2,2,47,1.3,14.6,3.7,1,Fresh blood in faeces,unhealthy
38.4,Cross Breed,18.2,49,11860,3.9,5,83,2.6,14.3,4.8,2,ideal,healthy
40.3,Normal Breed,22.1,34,5045,7.2,3,83,2.0,16.4,5.5,3,ideal,unhealthy
38.4,Normal Breed,20.9,35,13117,3.8,3,57,3.5,13.8,5.3,4,ideal,healthy
38.5,Normal Breed,21.1,41,11014,3.9,2,76,3.5,14.8,6.8,2,ideal,healthy
38.6,Normal Breed,23.6,34,12110,4.1,3,78,2.1,13.3,5.2,4,ideal,healthy
38.6,Normal Breed,11.0,41,11212,3.7,3,76,1.9,13.9,6.4,2,Fresh blood in faeces,healthy
38.0,Cross Breed,23.2,36,11826,4.2,3,81,3.2,13.6,4.7,2,ideal,healthy
40.0,Normal Breed,9.8,14,5004,7.2,2,49,1.3,16.4,4.3,2,ideal,unhealthy
39.7,Normal Breed,13.2,17,5171,6.9,5,44,1.6,16.4,3.0,1,Fresh blood in faeces,unhealthy
38.3,Normal Breed,23.8,32,10819,3.3,5,83,3.4,14.4,6.2,2,ideal,healthy
38.3,Normal Breed,14.6,31,12345,3.7,2,65,3.1,14.1,5.5,3,ideal,healthy
39.8,Normal Breed,5.1,21,5004,7.2,3,48,1.3,16.4,3.0,3,very liquid faeces,unhealthy
38.2,Cross Breed,20.6,38,11030,4.0,3,75,1.6,14.0,5.3,3,ideal,healthy
39.1,Normal Breed,11.0,14,5004,6.6,3,53,1.3,15.9,3.6,2,extremely firm,unhealthy
39.9,Normal Breed,13.7,16,5348,6.6,3,51,1.3,15.9,3.7,2,extremely firm,unhealthy
39.8,Normal Breed,19.3,17,11861,4.2,5,49,2.4,14.0,3.8,1,extremely firm,unhealthy
40.4,Cross Breed,10.1,16,5004,7.2,3,39,1.9,12.5,5.7,2,Black faeces,unhealthy
39.5,Cross Breed,8.7,18,5177,3.5,3,58,1.3,16.4,3.3,3,very liquid faeces,unhealthy
37.9,Normal Breed,11.9,28,12523,4.0,4,77,3.2,12.5,4.9,2,ideal,healthy
40.1,Normal Breed,6.7,14,5004,7.1,5,51,1.3,16.4,3.0,1,extremely firm,unhealthy
40.0,Normal Breed,11.2,14,11099,4.9,3,77,2.7,13.3,5.9,2,ideal,unhealthy
39.4,Cross Breed,15.0,16,5004,7.2,3,45,1.3,16.4,3.3,3,Black faeces,unhealthy
38.6,Cross Breed,9.4,27,12177,4.3,3,75,3.3,14.1,4.3,2,ideal,healthy
40.3,Cross Breed,7.7,22,5004,6.7,3,51,1.3,15.5,5.3,3,Black faece,unhealthy
38.5,Cross Breed,18.8,18,11966,4.4,5,62,3.0,13.0,5.6,4,ideal,healthy
40.2,Normal Breed,6.0,16,5004,7.2,3,48,2.9,16.4,3.4,3,Fresh blood in faeces,unhealthy
39.3,Normal Breed,8.8,18,5004,7.2,3,44,1.5,16.0,3.2,2,Fresh blood in faeces,unhealthy
38.6,Cross Breed,14.5,45,10411,3.9,2,52,2.9,14.1,4.6,2,ideal,healthy
40.0,Cross Breed,12.5,22,5046,7.0,2,38,1.3,14.2,3.0,3,Fresh blood in faeces,unhealthy
38.3,Normal Breed,11.2,28,11025,3.7,5,78,2.1,14.7,5.6,2,ideal,healthy
39.3,Normal Breed,5.1,14,5004,6.6,2,45,1.9,16.4,3.3,1,very liquid faeces,unhealthy
39.2,Normal Breed,9.4,14,5004,6.6,2,50,1.3,16.4,4.1,3,Fresh blood in faeces,unhealthy
39.5,Normal Breed,5.1,15,5004,7.2,2,53,1.3,16.4,3.0,2,Fresh blood in faeces,unhealthy
40.0,Cross Breed,5.1,23,5004,7.2,5,54,1.8,16.4,4.2,3,ideal,unhealthy
40.2,Normal Breed,11.5,14,5779,7.2,5,52,2.7,14.3,4.6,2,Black faeces,unhealthy
38.7,Cross Breed,5.1,15,10997,7.2,3,51,1.5,16.4,6.5,3,Fresh blood in faeces,unhealthy
39.9,Normal Breed,6.0,21,5004,7.2,2,51,3.1,16.4,4.8,2,ideal,unhealthy
39.8,Cross Breed,6.5,18,5004,6.7,5,51,1.3,16.4,5.8,3,ideal,healthy
40.0,Normal Breed,14.3,32,5004,4.5,2,48,1.3,16.3,5.3,2,ideal,unhealthy
38.8,Normal Breed,9.3,49,10899,3.5,2,81,3.1,12.6,5.5,1,ideal,healthy
39.4,Normal Breed,5.1,22,5134,7.2,5,52,2.5,16.4,3.4,2,extremely firm,unhealthy
40.0,Normal Breed,5.1,19,5119,7.2,3,52,1.9,16.4,3.0,2,Fresh blood in faeces,unhealthy
38.5,Cross Breed,12.2,33,11228,4.6,5,83,2.6,14.8,6.3,3,ideal,healthy
40.3,Normal Breed,10.6,18,6166,6.5,3,63,3.4,14.6,3.0,3,ideal,healthy
38.9,Cross Breed,9.5,14,5004,7.2,3,45,2.4,15.8,6.2,2,Black faece,unhealthy
40.2,Cross Breed,5.1,20,5658,7.2,3,55,1.5,16.4,3.0,3,very liquid faeces,unhealthy
38.6,Normal Breed,22.3,44,11780,3.4,3,72,3.0,13.0,5.3,2,ideal,healthy
37.9,Cross Breed,12.0,31,11871,3.4,3,71,3.7,14.5,3.8,3,ideal,healthy
38.7,Normal Breed,18.7,30,10891,3.3,3,74,2.1,13.7,6.3,2,ideal,healthy
38.4,Normal Breed,16.4,23,10415,4.2,2,46,2.0,14.1,4.7,2,ideal,healthy
38.2,Normal Breed,11.4,38,11050,3.9,5,83,2.8,14.2,5.9,1,ideal,healthy
40.2,Cross Breed,5.1,14,5155,7.2,5,55,1.3,13.2,5.7,2,very liquid faeces,unhealthy
39.8,Cross Breed,10.0,19,12465,3.6,5,47,3.1,14.4,5.2,2,extremely firm,healthy
37.7,Cross Breed,5.1,21,11801,3.6,5,83,3.1,13.6,4.7,2,very liquid faeces,healthy
38.1,Normal Breed,26.0,33,5828,7.1,3,78,3.2,14.4,5.9,2,ideal,healthy
38.3,Normal Breed,25.8,39,11770,4.1,5,83,2.3,14.6,5.8,3,ideal,healthy
38.4,Cross Breed,16.6,21,12377,4.8,5,83,4.0,12.9,5.4,4,ideal,healthy
39.3,Normal Breed,13.7,17,5348,6.9,3,46,1.3,15.0,4.2,2,extremely firm,unhealthy
39.4,Normal Breed,5.1,18,5575,7.2,5,53,1.4,16.4,4.1,3,very liquid faeces,unhealthy
38.9,Cross Breed,12.6,24,10523,4.1,2,43,2.3,14.7,5.6,3,ideal,healthy
38.3,Cross Breed,19.8,17,11552,4.5,5,82,2.9,13.1,5.7,2,ideal,unhealthy
39.3,Normal Breed,11.5,14,5004,7.2,2,48,1.8,15.9,3.2,2,ideal,unhealthy
40.3,Normal Breed,14.8,35,5004,3.3,5,42,1.7,14.6,3.9,2,Black faeces,healthy
38.1,Cross Breed,9.3,36,11965,4.3,3,78,3.9,14.2,5.8,4,ideal,healthy
38.3,Cross Breed,19.6,31,10904,3.6,3,83,3.2,14.2,5.8,2,ideal,healthy
39.3,Normal Breed,5.1,20,6086,7.2,5,41,1.3,14.9,3.0,2,extremely firm,unhealthy
38.6,Normal Breed,11.1,35,10562,4.3,3,75,2.3,14.0,6.4,2,ideal,healthy
38.2,Cross Breed,11.1,23,11500,3.2,3,52,1.3,13.9,5.1,3,ideal,healthy
39.5,Cross Breed,5.8,14,11433,6.6,2,52,3.1,13.7,6.1,3,ideal,unhealthy
39.3,Normal Breed,7.5,14,5395,6.8,3,52,1.7,16.4,3.0,1,extremely firm,unhealthy
39.6,Cross Breed,8.3,14,5004,6.4,5,39,1.4,16.2,3.6,3,Fresh blood in faeces,unhealthy
38.9,Normal Breed,5.1,23,11014,4.8,5,75,3.3,14.8,5.2,3,ideal,healthy
39.7,Cross Breed,6.0,14,5004,7.2,5,43,2.8,16.1,3.7,2,Fresh blood in faeces,unhealthy
38.5,Normal Breed,9.7,39,11275,4.5,2,61,1.3,13.1,3.5,3,Fresh blood in faeces,healthy
39.8,Normal Breed,12.3,14,6114,7.1,3,47,2.4,16.4,4.1,3,Black faeces,unhealthy
39.2,Cross Breed,13.6,24,6319,7.2,3,51,2.0,16.4,3.9,2,ideal,healthy
38.4,Cross Breed,20.5,42,13257,3.9,5,75,4.3,12.9,3.0,3,ideal,healthy
38.2,Normal Breed,12.8,23,11580,3.7,1,83,3.9,14.9,5.9,4,extremely firm,unhealthy
40.5,Cross Breed,5.1,20,5004,7.2,3,49,1.6,16.4,3.6,3,extremely firm,unhealthy
40.0,Normal Breed,9.5,23,6206,5.9,3,56,1.3,16.3,3.8,3,ideal,healthy
39.1,Cross Breed,11.6,16,5391,6.2,2,50,1.3,16.2,5.4,3,Fresh blood in faeces,unhealthy
38.6,Cross Breed,7.6,14,11727,4.7,2,68,3.0,13.5,5.6,2,extremely firm,unhealthy
39.8,Normal Breed,19.8,19,5004,4.1,3,76,1.4,15.7,3.7,1,Black faeces,unhealthy
39.3,Normal Breed,10.7,15,5004,6.8,2,47,2.8,13.7,4.0,2,ideal,unhealthy
40.2,Normal Breed,10.1,20,5004,7.2,2,48,1.6,16.4,3.7,1,extremely firm,unhealthy
39.3,Normal Breed,8.5,18,5239,6.5,2,53,1.5,16.4,5.1,2,ideal,healthy
38.8,Normal Breed,23.4,32,11560,4.1,2,76,3.0,13.5,6.8,2,ideal,healthy
39.6,Cross Breed,5.1,17,5433,6.7,3,49,1.4,16.0,3.0,3,ideal,unhealthy
40.1,Cross Breed,9.7,14,5306,7.1,2,54,1.9,16.0,4.2,1,Fresh blood in faeces,unhealthy
40.3,Cross Breed,6.2,14,10625,6.6,2,41,2.3,16.3,3.8,3,very liquid faeces,unhealthy
38.6,Cross Breed,11.6,17,11171,6.7,2,66,1.6,13.5,4.0,4,ideal,unhealthy
39.2,Normal Breed,5.1,14,5004,7.2,3,51,1.3,16.4,3.1,2,very liquid faeces,unhealthy
38.4,Normal Breed,12.0,20,10444,7.2,5,51,1.9,13.9,4.1,2,ideal,healthy
40.4,Normal Breed,11.0,14,5004,7.2,3,49,1.8,16.0,3.1,2,Black faeces,unhealthy
38.0,Cross Breed,21.1,14,5563,4.8,5,61,2.9,12.3,5.4,4,ideal,unhealthy
39.6,Normal Breed,13.4,19,5004,6.8,5,49,1.3,16.0,3.3,2,extremely firm,unhealthy
40.3,Normal Breed,11.5,22,6189,6.9,2,45,2.0,15.9,3.0,2,extremely firm,unhealthy
40.3,Normal Breed,5.1,14,5004,6.1,3,55,1.9,16.4,3.3,2,extremely firm,unhealthy
39.8,Normal Breed,8.7,14,5004,7.2,2,38,1.8,16.1,4.2,2,Black faeces,unhealthy
38.5,Normal Breed,16.3,18,5004,3.9,3,45,2.6,14.0,3.9,2,Black faeces,unhealthy
40.3,Cross Breed,5.1,20,5004,7.0,3,40,1.4,14.9,3.5,2,Black faeces,unhealthy
39.4,Cross Breed,7.5,15,5004,7.1,3,48,2.9,16.4,4.2,3,very liquid faeces,healthy
39.2,Normal Breed,12.8,18,6603,6.9,3,44,2.3,15.6,3.0,1,ideal,unhealthy
38.4,Cross Breed,10.1,39,12646,3.3,5,67,3.3,12.2,5.1,2,ideal,healthy
38.2,Cross Breed,9.5,43,12091,2.8,5,76,3.6,12.8,5.8,3,ideal,healthy
38.8,Normal Breed,11.7,35,11086,7.1,5,41,1.7,12.5,5.3,3,ideal,healthy
38.6,Normal Breed,20.9,37,12393,4.5,5,74,3.0,12.8,5.5,2,ideal,healthy
39.5,Cross Breed,5.1,14,7343,6.9,2,53,2.0,14.0,3.3,2,extremely firm,unhealthy
39.5,Cross Breed,7.3,14,5004,7.2,3,46,2.4,15.7,3.4,3,Black faeces,unhealthy
39.5,Cross Breed,5.1,14,7508,7.2,3,46,1.8,15.8,5.1,2,Black faeces,unhealthy
39.6,Normal Breed,10.3,22,10636,3.3,3,70,1.3,14.5,5.5,3,very liquid faeces,unhealthy
39.4,Cross Breed,5.1,14,5153,6.7,3,45,1.6,15.3,3.0,2,extremely firm,unhealthy
38.4,Normal Breed,20.6,42,11405,3.7,5,83,2.1,13.3,6.1,3,ideal,healthy
38.1,Normal Breed,7.7,29,11197,3.0,5,76,2.6,13.8,3.4,2,ideal,healthy
37.6,Normal Breed,26.0,35,13257,3.8,5,83,2.5,13.9,5.7,5,ideal,unhealthy
38.2,Normal Breed,10.9,14,11611,6.5,2,54,1.9,13.6,5.7,5,ideal,unhealthy
40.1,Normal Breed,10.9,17,11396,7.0,3,51,1.3,14.1,6.1,2,extremely firm,unhealthy
39.5,Cross Breed,11.9,18,5004,6.8,2,47,1.6,15.1,4.7,2,very liquid faeces,unhealthy
39.3,Normal Breed,13.2,14,5004,6.9,2,39,2.5,15.9,3.7,2,Fresh blood in faeces,unhealthy
39.3,Normal Breed,5.1,18,5004,7.2,5,54,1.3,15.9,3.0,1,extremely firm,unhealthy
39.5,Normal Breed,5.1,25,5004,7.2,2,45,1.3,16.4,3.0,1,Black faeces,unhealthy
40.2,Normal Breed,17.7,23,5004,7.2,5,46,2.1,16.3,4.5,2,extremely firm,unhealthy
38.5,Normal Breed,17.9,19,5004,4.3,3,79,2.5,14.0,3.3,2,ideal,healthy
40.0,Normal Breed,13.1,14,10446,6.9,5,46,1.8,14.4,6.6,3,Black faeces,unhealthy
38.5,Normal Breed,12.3,35,5004,4.5,5,42,2.1,13.6,3.8,4,Black faece,unhealthy
38.7,Cross Breed,23.3,35,11150,3.8,5,82,2.6,14.7,6.1,3,ideal,healthy
38.7,Normal Breed,5.1,23,11576,6.6,2,63,1.3,16.4,5.4,3,Fresh blood in faeces,unhealthy
38.4,Normal Breed,22.9,45,12783,3.9,5,83,4.1,14.3,5.1,3,ideal,healthy
38.6,Cross Breed,9.3,25,12398,4.2,5,83,3.0,13.3,5.7,2,ideal,healthy
38.4,Cross Breed,24.1,30,11126,4.2,5,81,3.0,13.1,3.9,2,ideal,healthy
38.0,Normal Breed,15.2,17,12234,3.6,2,70,2.5,13.9,4.4,3,very liquid faeces,healthy
39.6,Normal Breed,5.2,14,5004,7.2,2,49,1.3,16.2,3.9,3,Black faeces,unhealthy
38.6,Normal Breed,11.0,27,11992,4.3,2,83,3.0,13.1,6.4,4,ideal,healthy
40.4,Normal Breed,5.1,14,5004,7.0,3,38,1.4,16.4,3.9,2,very liquid faeces,unhealthy
38.3,Cross Breed,7.9,34,11949,4.3,2,77,1.9,13.2,5.2,3,Black faece,healthy
38.2,Normal Breed,12.5,44,11885,3.9,2,66,2.9,14.0,5.1,2,ideal,healthy
39.6,Cross Breed,6.5,17,5004,6.8,5,56,1.3,14.8,5.8,4,very liquid faeces,unhealthy
40.1,Normal Breed,15.5,20,5004,6.5,2,45,1.3,13.7,3.3,2,Fresh blood in faeces,unhealthy
39.8,Normal Breed,14.0,25,5004,7.2,2,48,1.3,15.6,3.0,2,extremely firm,unhealthy
39.2,Normal Breed,8.2,17,5004,6.7,5,53,1.3,16.4,4.3,4,Black faece,unhealthy
39.7,Cross Breed,5.1,17,5004,6.8,2,47,1.3,16.3,3.0,3,Fresh blood in faeces,unhealthy
40.1,Cross Breed,12.7,15,5004,7.2,5,52,2.2,16.0,5.9,3,extremely firm,unhealthy
38.8,Normal Breed,5.1,14,10950,7.1,2,83,2.4,13.9,5.7,4,ideal,unhealthy
39.5,Normal Breed,10.6,16,5004,5.6,2,53,1.3,16.4,4.2,3,Black faeces,unhealthy
39.4,Normal Breed,5.1,15,5004,6.4,3,50,2.2,15.7,3.0,3,very liquid faeces,unhealthy
38.2,Cross Breed,14.9,34,11884,3.6,2,63,2.4,13.6,5.6,2,ideal,unhealthy
38.2,Normal Breed,15.4,30,11684,3.7,5,60,3.2,14.1,4.8,2,Black faeces,healthy
38.6,Cross Breed,14.7,35,11616,4.0,3,83,2.5,13.2,6.4,2,ideal,healthy
40.4,Normal Breed,6.1,17,5004,7.2,2,49,1.6,15.8,4.3,3,Black faeces,unhealthy
38.7,Normal Breed,19.4,49,11478,4.2,5,83,3.2,14.4,5.3,3,ideal,healthy
38.1,Normal Breed,17.6,46,11902,3.9,5,73,2.1,12.6,5.2,3,ideal,healthy
39.9,Cross Breed,9.1,18,5004,6.9,2,41,1.4,16.4,4.1,3,very liquid faeces,unhealthy
40.2,Cross Breed,5.1,14,5004,7.2,3,53,1.7,16.4,3.0,1,Fresh blood in faeces,unhealthy
38.7,Cross Breed,11.7,18,5004,6.9,4,40,1.7,15.9,3.0,4,Black faeces,unhealthy
38.4,Normal Breed,11.9,30,10809,4.6,2,64,4.0,12.4,5.3,2,ideal,healthy
40.2,Cross Breed,9.3,24,5243,7.2,2,47,2.0,16.3,3.0,2,extremely firm,unhealthy
37.8,Normal Breed,21.6,35,11973,3.8,2,83,2.9,14.7,5.1,2,ideal,healthy
38.6,Cross Breed,12.0,41,11227,3.7,5,63,3.2,13.0,4.9,3,ideal,healthy
38.0,Normal Breed,13.3,37,11577,3.3,2,83,1.3,16.4,5.2,2,ideal,healthy
38.9,Normal Breed,5.1,19,5414,7.0,5,57,3.1,16.4,4.1,2,ideal,unhealthy
39.4,Normal Breed,17.0,18,5065,6.9,2,47,1.7,15.4,3.0,3,ideal,unhealthy
39.5,Normal Breed,5.7,14,5556,7.2,3,48,1.3,16.4,3.0,2,very liquid faeces,unhealthy
38.1,Normal Breed,14.3,40,11765,4.0,5,76,3.8,13.9,6.8,2,ideal,healthy
38.1,Cross Breed,26.5,24,12256,3.5,3,81,2.1,14.4,6.9,2,ideal,healthy
39.3,Normal Breed,12.1,17,5681,4.1,5,50,1.5,16.1,5.6,2,ideal,unhealthy
38.2,Normal Breed,22.7,22,13000,4.5,5,65,2.5,13.0,5.8,2,Black faeces,healthy
38.5,Normal Breed,10.9,18,5455,4.7,5,58,2.0,12.6,4.9,3,ideal,healthy
38.6,Cross Breed,26.5,44,12309,5.1,3,83,2.7,14.3,6.9,3,ideal,healthy
38.6,Normal Breed,26.5,45,11966,3.7,3,62,2.4,14.7,5.3,2,ideal,healthy
38.7,Cross Breed,18.8,39,12286,3.7,5,79,2.3,13.1,5.5,4,ideal,healthy
38.6,Cross Breed,10.2,15,10851,6.7,2,46,2.3,14.1,5.3,1,ideal,healthy
38.6,Normal Breed,15.1,14,5004,4.3,3,43,1.9,14.0,5.3,1,Black faece,healthy
38.6,Cross Breed,23.2,41,12317,4.0,2,62,3.4,13.4,3.9,4,very liquid faeces,healthy
39.6,Normal Breed,5.1,21,5004,7.1,2,55,1.3,16.3,3.3,1,Fresh blood in faeces,unhealthy
38.9,Normal Breed,12.0,24,10738,4.5,5,56,2.3,12.8,5.2,2,ideal,healthy
39.5,Normal Breed,11.1,15,5192,6.6,5,50,3.0,13.4,5.6,4,very liquid faeces,unhealthy
39.6,Cross Breed,5.3,27,5004,6.2,2,55,1.3,16.4,3.0,2,ideal,unhealthy
38.4,Normal Breed,12.2,28,11622,4.6,5,77,2.9,13.3,6.1,2,extremely firm,unhealthy
37.8,Normal Breed,20.4,49,11399,3.5,2,82,1.9,14.4,6.1,3,ideal,healthy
38.4,Normal Breed,12.7,30,11463,3.5,5,81,2.4,13.9,7.0,3,ideal,healthy
39.8,Normal Breed,5.1,14,5421,7.2,5,51,1.9,15.7,3.0,2,extremely firm,unhealthy
40.2,Cross Breed,11.9,14,5593,7.2,3,49,1.4,15.9,3.0,4,very liquid faeces,unhealthy
38.6,Normal Breed,11.4,24,5669,6.6,3,51,2.8,15.2,3.2,3,Fresh blood in faeces,unhealthy
38.4,Normal Breed,22.5,33,11638,4.4,5,68,2.5,14.2,5.4,3,ideal,healthy
